doc_id,sentence_id,sentence_start,sentence_end,sentence_text,sentence_tokens,p_count,i_count,o_count,gold_label
2869714,5,76,103,The intra-individual comparison with the control period (100%) showed a significant prolongation of the duration of action after a fixed dose of vecuronium.,"['The', 'intra-individual', 'comparison', 'with', 'the', 'control', 'period', '(', '100', '%', ')', 'showed', 'a', 'significant', 'prolongation', 'of', 'the', 'duration', 'of', 'action', 'after', 'a', 'fixed', 'dose', 'of', 'vecuronium', '.']",0,0,6,O
2869714,6,103,127,"The mean increase was +26% following apalcillin, +46% after piperacillin, +38% following mezlocillin and +55% following azlocillin.","['The', 'mean', 'increase', 'was', '+26', '%', 'following', 'apalcillin', ',', '+46', '%', 'after', 'piperacillin', ',', '+38', '%', 'following', 'mezlocillin', 'and', '+55', '%', 'following', 'azlocillin', '.']",0,0,2,O
2869714,7,127,145,The shortest time of the control periods was 8.6 min and the maximum time was 32.6 min.,"['The', 'shortest', 'time', 'of', 'the', 'control', 'periods', 'was', '8.6', 'min', 'and', 'the', 'maximum', 'time', 'was', '32.6', 'min', '.']",0,0,2,O
2869714,8,145,155,We also found a significant depression of the EMG-response.,"['We', 'also', 'found', 'a', 'significant', 'depression', 'of', 'the', 'EMG-response', '.']",0,0,2,O
2869714,9,155,166,No significant differences could be detected between the four antibiotics.,"['No', 'significant', 'differences', 'could', 'be', 'detected', 'between', 'the', 'four', 'antibiotics', '.']",0,0,0,NONE
2869714,10,166,185,The method described here has proven to be sensitive enough to detect clinically relevant interactions with muscle relaxants.,"['The', 'method', 'described', 'here', 'has', 'proven', 'to', 'be', 'sensitive', 'enough', 'to', 'detect', 'clinically', 'relevant', 'interactions', 'with', 'muscle', 'relaxants', '.']",0,0,5,O
2869714,11,185,207,"As a result of our study, caution seems to be necessary if acylaminopenicillins are administered in the early postoperative period.","['As', 'a', 'result', 'of', 'our', 'study', ',', 'caution', 'seems', 'to', 'be', 'necessary', 'if', 'acylaminopenicillins', 'are', 'administered', 'in', 'the', 'early', 'postoperative', 'period', '.']",0,1,0,I
2871744,0,0,10,Propranolol in acute myocardial infarction: the MILIS experience.,"['Propranolol', 'in', 'acute', 'myocardial', 'infarction', ':', 'the', 'MILIS', 'experience', '.']",4,1,0,MIXED
2871744,1,10,29,The results of the propranolol limb of the Multicenter Investigation of the Limitation of Infarct Size are reviewed.,"['The', 'results', 'of', 'the', 'propranolol', 'limb', 'of', 'the', 'Multicenter', 'Investigation', 'of', 'the', 'Limitation', 'of', 'Infarct', 'Size', 'are', 'reviewed', '.']",0,1,0,I
2871744,2,29,70,"A total of 269 patients, who presented with symptoms and electrocardiographic signs suggesting acute myocardial infarction were randomized to acute intravenous and subsequent oral therapy with propranolol (n = 134) or placebo (n = 135).","['A', 'total', 'of', '269', 'patients', ',', 'who', 'presented', 'with', 'symptoms', 'and', 'electrocardiographic', 'signs', 'suggesting', 'acute', 'myocardial', 'infarction', 'were', 'randomized', 'to', 'acute', 'intravenous', 'and', 'subsequent', 'oral', 'therapy', 'with', 'propranolol', '(', 'n', '=', '134', ')', 'or', 'placebo', '(', 'n', '=', '135', ')', '.']",9,2,0,MIXED
2871744,3,70,87,"Eligibility for acute beta-blocker therapy was determined on the basis of readily available, noninvasive tests.","['Eligibility', 'for', 'acute', 'beta-blocker', 'therapy', 'was', 'determined', 'on', 'the', 'basis', 'of', 'readily', 'available', ',', 'noninvasive', 'tests', '.']",0,0,0,NONE
2871744,4,87,102,Therapy was started at an average time of 8.5 hours after onset of symptoms.,"['Therapy', 'was', 'started', 'at', 'an', 'average', 'time', 'of', '8.5', 'hours', 'after', 'onset', 'of', 'symptoms', '.']",0,0,0,NONE
2871744,5,102,141,"The full induction dose of intravenous propranolol (0.1 mg/kg) was tolerated by 90% of treated patients, and oral maintenance therapy was being continued in 82% of treated patients on the second hospital day.","['The', 'full', 'induction', 'dose', 'of', 'intravenous', 'propranolol', '(', '0.1', 'mg/kg', ')', 'was', 'tolerated', 'by', '90', '%', 'of', 'treated', 'patients', ',', 'and', 'oral', 'maintenance', 'therapy', 'was', 'being', 'continued', 'in', '82', '%', 'of', 'treated', 'patients', 'on', 'the', 'second', 'hospital', 'day', '.']",0,1,0,I
2871744,6,141,163,"There was a significant reduction in heart rate throughout maintenance therapy with propranolol, which continued through the tenth hospital day.","['There', 'was', 'a', 'significant', 'reduction', 'in', 'heart', 'rate', 'throughout', 'maintenance', 'therapy', 'with', 'propranolol', ',', 'which', 'continued', 'through', 'the', 'tenth', 'hospital', 'day', '.']",0,0,2,O
2871744,7,163,181,There was no significant difference in the incidence of congestive heart failure between propranolol- and placebo-treated groups.,"['There', 'was', 'no', 'significant', 'difference', 'in', 'the', 'incidence', 'of', 'congestive', 'heart', 'failure', 'between', 'propranolol-', 'and', 'placebo-treated', 'groups', '.']",0,2,5,MIXED
2871744,8,181,222,"There was also no significant difference between the 2 groups in infarct size estimated by measurement of serum CK-MB, planimetry of infarct area on technetium pyrophosphate myocardial scintigrams or R-wave measurements in patients with transmural anterior and inferior infarcts.","['There', 'was', 'also', 'no', 'significant', 'difference', 'between', 'the', '2', 'groups', 'in', 'infarct', 'size', 'estimated', 'by', 'measurement', 'of', 'serum', 'CK-MB', ',', 'planimetry', 'of', 'infarct', 'area', 'on', 'technetium', 'pyrophosphate', 'myocardial', 'scintigrams', 'or', 'R-wave', 'measurements', 'in', 'patients', 'with', 'transmural', 'anterior', 'and', 'inferior', 'infarcts', '.']",0,0,17,O
2871744,9,222,242,There was no significant difference in mortality between the 2 groups during an average of 36 months' follow-up.,"['There', 'was', 'no', 'significant', 'difference', 'in', 'mortality', 'between', 'the', '2', 'groups', 'during', 'an', 'average', 'of', '36', 'months', ""'"", 'follow-up', '.']",0,0,1,O
2871744,10,242,287,"Although propranolol can be administered safely to patients with acute myocardial infarction who are selected on the basis of simple clinical criteria, there is no evidence of reduction of infarct size when beta blockade is begun 8.5 hours after the onset of symptoms.","['Although', 'propranolol', 'can', 'be', 'administered', 'safely', 'to', 'patients', 'with', 'acute', 'myocardial', 'infarction', 'who', 'are', 'selected', 'on', 'the', 'basis', 'of', 'simple', 'clinical', 'criteria', ',', 'there', 'is', 'no', 'evidence', 'of', 'reduction', 'of', 'infarct', 'size', 'when', 'beta', 'blockade', 'is', 'begun', '8.5', 'hours', 'after', 'the', 'onset', 'of', 'symptoms', '.']",3,1,2,MIXED
2881132,0,0,13,Antibiotic elimination of group-B streptococci in urine in prevention of preterm labour.,"['Antibiotic', 'elimination', 'of', 'group-B', 'streptococci', 'in', 'urine', 'in', 'prevention', 'of', 'preterm', 'labour', '.']",2,0,2,MIXED
2881132,1,13,32,The presence of group-B streptococci in the urine of pregnant women seems to be associated with preterm labour.,"['The', 'presence', 'of', 'group-B', 'streptococci', 'in', 'the', 'urine', 'of', 'pregnant', 'women', 'seems', 'to', 'be', 'associated', 'with', 'preterm', 'labour', '.']",2,0,0,P
2881132,2,32,47,Urine samples from 4122 women at 27-31 weeks' gestation were examined for bacteria.,"['Urine', 'samples', 'from', '4122', 'women', 'at', '27-31', 'weeks', ""'"", 'gestation', 'were', 'examined', 'for', 'bacteria', '.']",1,0,0,P
2881132,3,47,58,Group-B streptococci were found in the urine of 69 women.,"['Group-B', 'streptococci', 'were', 'found', 'in', 'the', 'urine', 'of', '69', 'women', '.']",1,0,0,P
2881132,4,58,93,"In a double-blind, controlled study these patients were given either penicillin (10 (6) IU three times daily for 6 days; 37 patients) or placebo (32 patients).","['In', 'a', 'double-blind', ',', 'controlled', 'study', 'these', 'patients', 'were', 'given', 'either', 'penicillin', '(', '10', '(', '6', ')', 'IU', 'three', 'times', 'daily', 'for', '6', 'days', ';', '37', 'patients', ')', 'or', 'placebo', '(', '32', 'patients', ')', '.']",0,2,0,I
2881132,5,93,141,The rates of primary rupture of the membranes (11% v 53%; p less than 0.001) and preterm labour (5.4% v 38%; p less than 0.002) were significantly lower in the penicillin group than in the placebo group.,"['The', 'rates', 'of', 'primary', 'rupture', 'of', 'the', 'membranes', '(', '11', '%', 'v', '53', '%', ';', 'p', 'less', 'than', '0.001', ')', 'and', 'preterm', 'labour', '(', '5.4', '%', 'v', '38', '%', ';', 'p', 'less', 'than', '0.002', ')', 'were', 'significantly', 'lower', 'in', 'the', 'penicillin', 'group', 'than', 'in', 'the', 'placebo', 'group', '.']",0,2,7,MIXED
2881132,6,141,171,These results suggest that treatment and follow-up to prevent recolonisation in pregnant women with group-B streptococci in the urine may reduce the frequency of preterm labour in these patients.,"['These', 'results', 'suggest', 'that', 'treatment', 'and', 'follow-up', 'to', 'prevent', 'recolonisation', 'in', 'pregnant', 'women', 'with', 'group-B', 'streptococci', 'in', 'the', 'urine', 'may', 'reduce', 'the', 'frequency', 'of', 'preterm', 'labour', 'in', 'these', 'patients', '.']",3,0,4,MIXED
288173,0,0,3,Bronchial carcinoma.,"['Bronchial', 'carcinoma', '.']",2,0,0,P
288173,1,3,5,II.,"['II', '.']",0,0,0,NONE
288173,2,5,13,Quantitative measurements of the quality of survival.,"['Quantitative', 'measurements', 'of', 'the', 'quality', 'of', 'survival', '.']",0,0,3,O
288173,3,13,29,A prospective randomized study of the result of therapy in inoperable patients with advanced disease.,"['A', 'prospective', 'randomized', 'study', 'of', 'the', 'result', 'of', 'therapy', 'in', 'inoperable', 'patients', 'with', 'advanced', 'disease', '.']",0,0,0,NONE
288173,4,29,62,"Forty-eight bronchial carcinoma patients in clinicoanatomical stage 4 of the disease (advanced disease) were randomly assigned to groups for radiotherapy, chemotherapy (cyclophosphamide) and placebo treatment, respectively.","['Forty-eight', 'bronchial', 'carcinoma', 'patients', 'in', 'clinicoanatomical', 'stage', '4', 'of', 'the', 'disease', '(', 'advanced', 'disease', ')', 'were', 'randomly', 'assigned', 'to', 'groups', 'for', 'radiotherapy', ',', 'chemotherapy', '(', 'cyclophosphamide', ')', 'and', 'placebo', 'treatment', ',', 'respectively', '.']",3,6,0,MIXED
288173,5,62,75,The results were assessed by the survival time and quality of survival.,"['The', 'results', 'were', 'assessed', 'by', 'the', 'survival', 'time', 'and', 'quality', 'of', 'survival', '.']",0,0,5,O
288173,6,75,95,"The median survival time was 4.7 months for radiotherapy, 4.7 months for cyclophosphamide and 1.7 months for placebo.","['The', 'median', 'survival', 'time', 'was', '4.7', 'months', 'for', 'radiotherapy', ',', '4.7', 'months', 'for', 'cyclophosphamide', 'and', '1.7', 'months', 'for', 'placebo', '.']",0,3,3,MIXED
288173,7,95,115,"The median total sum of vitagram points was 28.1 for radiotherapy, 20.7 for cyclophosphamide and 6.8 for placebo.","['The', 'median', 'total', 'sum', 'of', 'vitagram', 'points', 'was', '28.1', 'for', 'radiotherapy', ',', '20.7', 'for', 'cyclophosphamide', 'and', '6.8', 'for', 'placebo', '.']",0,3,6,MIXED
288173,8,115,139,"When calculated per month, the median sum of vitagram points was 5.9 for radiotherapy, 5.7 for cyclophosphamide and 4.8 for placebo.","['When', 'calculated', 'per', 'month', ',', 'the', 'median', 'sum', 'of', 'vitagram', 'points', 'was', '5.9', 'for', 'radiotherapy', ',', '5.7', 'for', 'cyclophosphamide', 'and', '4.8', 'for', 'placebo', '.']",0,3,5,MIXED
288173,9,139,170,"Statistically the results give no reason to believe that placebo is better than radiotherapy, but it cannot be excluded that radiotherapy patients could have a much longer survival.","['Statistically', 'the', 'results', 'give', 'no', 'reason', 'to', 'believe', 'that', 'placebo', 'is', 'better', 'than', 'radiotherapy', ',', 'but', 'it', 'can', 'not', 'be', 'excluded', 'that', 'radiotherapy', 'patients', 'could', 'have', 'a', 'much', 'longer', 'survival', '.']",0,3,1,MIXED
288173,10,170,188,"As for cyclophosphamide versus radiotherapy, the differences are to uncertain for any conclusion to be drawn.","['As', 'for', 'cyclophosphamide', 'versus', 'radiotherapy', ',', 'the', 'differences', 'are', 'to', 'uncertain', 'for', 'any', 'conclusion', 'to', 'be', 'drawn', '.']",0,2,0,I
2882234,0,0,11,Comparison of endotracheal and peripheral intravenous adrenaline in cardiac arrest.,"['Comparison', 'of', 'endotracheal', 'and', 'peripheral', 'intravenous', 'adrenaline', 'in', 'cardiac', 'arrest', '.']",3,5,0,MIXED
2882234,1,11,17,Is the endotracheal route reliable?,"['Is', 'the', 'endotracheal', 'route', 'reliable', '?']",0,0,0,NONE
2882234,2,17,51,Twelve patients presenting to an accident and emergency department in asystolic cardiac arrest were randomly allocated to treatment with endotracheal adrenaline (five patients) or peripheral intravenous adrenaline (seven patients).,"['Twelve', 'patients', 'presenting', 'to', 'an', 'accident', 'and', 'emergency', 'department', 'in', 'asystolic', 'cardiac', 'arrest', 'were', 'randomly', 'allocated', 'to', 'treatment', 'with', 'endotracheal', 'adrenaline', '(', 'five', 'patients', ')', 'or', 'peripheral', 'intravenous', 'adrenaline', '(', 'seven', 'patients', ')', '.']",1,5,0,MIXED
2882234,3,51,63,Femoral-artery blood samples were taken for assay of adrenaline and noradrenaline.,"['Femoral-artery', 'blood', 'samples', 'were', 'taken', 'for', 'assay', 'of', 'adrenaline', 'and', 'noradrenaline', '.']",0,2,0,I
2882234,4,63,92,"After intravenous adrenaline there was a good clinical and biochemical response, but after endotracheal adrenaline there was no change in serum adrenaline and no measurable clinical response.","['After', 'intravenous', 'adrenaline', 'there', 'was', 'a', 'good', 'clinical', 'and', 'biochemical', 'response', ',', 'but', 'after', 'endotracheal', 'adrenaline', 'there', 'was', 'no', 'change', 'in', 'serum', 'adrenaline', 'and', 'no', 'measurable', 'clinical', 'response', '.']",0,1,12,MIXED
2882234,5,92,106,The endotracheal route of adrenaline administration is not reliable in out-of-hospital cardiac arrest.,"['The', 'endotracheal', 'route', 'of', 'adrenaline', 'administration', 'is', 'not', 'reliable', 'in', 'out-of-hospital', 'cardiac', 'arrest', '.']",0,1,0,I
288486,0,0,11,Lithium and granulocytopenia during induction therapy of acute myelogenous leukemia.,"['Lithium', 'and', 'granulocytopenia', 'during', 'induction', 'therapy', 'of', 'acute', 'myelogenous', 'leukemia', '.']",4,1,0,MIXED
288486,1,11,46,"Twenty-seven patients receiving a standard cytosine arabinoside and daunorubicin regimen as induction of reinduction therapy of acute myelogenous leukemia were randomly assigned to receive lithium carbonate, 300 mg t.i.d., or no lithium.","['Twenty-seven', 'patients', 'receiving', 'a', 'standard', 'cytosine', 'arabinoside', 'and', 'daunorubicin', 'regimen', 'as', 'induction', 'of', 'reinduction', 'therapy', 'of', 'acute', 'myelogenous', 'leukemia', 'were', 'randomly', 'assigned', 'to', 'receive', 'lithium', 'carbonate', ',', '300', 'mg', 't.i.d.', ',', 'or', 'no', 'lithium', '.']",0,13,0,I
288486,2,46,59,Treatment groups were comparable with respect to age and baseline granulocyte counts.,"['Treatment', 'groups', 'were', 'comparable', 'with', 'respect', 'to', 'age', 'and', 'baseline', 'granulocyte', 'counts', '.']",0,0,0,NONE
288486,3,59,68,All patients developed granulocyte nadirs below 100/cu mm.,"['All', 'patients', 'developed', 'granulocyte', 'nadirs', 'below', '100/cu', 'mm', '.']",0,0,2,O
288486,4,68,102,"By actuarial analysis, the median duration of granulocytopenia, less than 1000/cu mm, was 16.0 days in the lithium group and 24.6 days in the no-lithium group, p = 0.013.","['By', 'actuarial', 'analysis', ',', 'the', 'median', 'duration', 'of', 'granulocytopenia', ',', 'less', 'than', '1000/cu', 'mm', ',', 'was', '16.0', 'days', 'in', 'the', 'lithium', 'group', 'and', '24.6', 'days', 'in', 'the', 'no-lithium', 'group', ',', 'p', '=', '0.013', '.']",0,2,4,MIXED
288486,5,102,132,"The median duration of granulocytes less than 500/cu mm also favored the lithium group but only approached statistical significance: 14.0 days versus 20.5 days, p = 0.054.","['The', 'median', 'duration', 'of', 'granulocytes', 'less', 'than', '500/cu', 'mm', 'also', 'favored', 'the', 'lithium', 'group', 'but', 'only', 'approached', 'statistical', 'significance', ':', '14.0', 'days', 'versus', '20.5', 'days', ',', 'p', '=', '0.054', '.']",0,1,4,MIXED
288486,6,132,164,"Lithium levels between 0.5 and 1.0 meq/liter were easily maintained in 11 of 12 patients receiving lithium, 300 mg t.i.d., and toxicity directly attributable to lithium was not observed.","['Lithium', 'levels', 'between', '0.5', 'and', '1.0', 'meq/liter', 'were', 'easily', 'maintained', 'in', '11', 'of', '12', 'patients', 'receiving', 'lithium', ',', '300', 'mg', 't.i.d.', ',', 'and', 'toxicity', 'directly', 'attributable', 'to', 'lithium', 'was', 'not', 'observed', '.']",0,3,8,MIXED
288486,7,164,184,"Despite the shortened duration of neutropenia, the incidence of infections and the rate of remission were not affected.","['Despite', 'the', 'shortened', 'duration', 'of', 'neutropenia', ',', 'the', 'incidence', 'of', 'infections', 'and', 'the', 'rate', 'of', 'remission', 'were', 'not', 'affected', '.']",0,0,4,O
2885607,0,0,11,Methotrexate/nitrous-oxide toxic interaction in perioperative chemotherapy for early breast cancer.,"['Methotrexate/nitrous-oxide', 'toxic', 'interaction', 'in', 'perioperative', 'chemotherapy', 'for', 'early', 'breast', 'cancer', '.']",6,2,2,MIXED
2895910,0,0,12,Multicenter trial of cryotherapy for retinopathy of prematurity: preliminary results.,"['Multicenter', 'trial', 'of', 'cryotherapy', 'for', 'retinopathy', 'of', 'prematurity', ':', 'preliminary', 'results', '.']",4,1,0,MIXED
2895910,1,12,20,Cryotherapy for Retinopathy of Prematurity Cooperative Group.,"['Cryotherapy', 'for', 'Retinopathy', 'of', 'Prematurity', 'Cooperative', 'Group', '.']",0,1,0,I
2895910,2,20,43,We report the preliminary 3-month outcome of a multicenter randomized trial of cryotherapy for treatment of retinopathy of prematurity (ROP).,"['We', 'report', 'the', 'preliminary', '3-month', 'outcome', 'of', 'a', 'multicenter', 'randomized', 'trial', 'of', 'cryotherapy', 'for', 'treatment', 'of', 'retinopathy', 'of', 'prematurity', '(', 'ROP', ')', '.']",0,1,0,I
2895910,3,43,97,"Transscleral cryotherapy to the avascular retina was applied to one randomly selected eye when there was threshold disease (defined as five or more contiguous or eight cumulative 30 degree sectors [clock hours] of stage 3 ROP in zone 1 or 2 in the presence of "" plus "" disease).","['Transscleral', 'cryotherapy', 'to', 'the', 'avascular', 'retina', 'was', 'applied', 'to', 'one', 'randomly', 'selected', 'eye', 'when', 'there', 'was', 'threshold', 'disease', '(', 'defined', 'as', 'five', 'or', 'more', 'contiguous', 'or', 'eight', 'cumulative', '30', 'degree', 'sectors', '[', 'clock', 'hours', ']', 'of', 'stage', '3', 'ROP', 'in', 'zone', '1', 'or', '2', 'in', 'the', 'presence', 'of', '""', 'plus', '""', 'disease', ')', '.']",0,2,0,I
2895910,4,97,117,"An unfavorable outcome was defined as posterior retinal detachment, retinal fold involving the macula, or retrolental tissue.","['An', 'unfavorable', 'outcome', 'was', 'defined', 'as', 'posterior', 'retinal', 'detachment', ',', 'retinal', 'fold', 'involving', 'the', 'macula', ',', 'or', 'retrolental', 'tissue', '.']",0,0,10,O
2895910,5,117,131,"At this writing, 172 infants had been examined 3 months after randomization.","['At', 'this', 'writing', ',', '172', 'infants', 'had', 'been', 'examined', '3', 'months', 'after', 'randomization', '.']",0,0,0,NONE
2895910,6,131,157,An unfavorable outcome was significantly less frequent in the eyes undergoing cryotherapy (21.8%) compared with the untreated eyes (43%).,"['An', 'unfavorable', 'outcome', 'was', 'significantly', 'less', 'frequent', 'in', 'the', 'eyes', 'undergoing', 'cryotherapy', '(', '21.8', '%', ')', 'compared', 'with', 'the', 'untreated', 'eyes', '(', '43', '%', ')', '.']",0,1,0,I
2895910,7,157,172,"While the surgery was stressful, no unexpected complications occurred during or following treatment.","['While', 'the', 'surgery', 'was', 'stressful', ',', 'no', 'unexpected', 'complications', 'occurred', 'during', 'or', 'following', 'treatment', '.']",0,0,2,O
2895910,8,172,195,These data support the efficacy of cryotherapy in reducing by approximately one half the risk of unfavorable retinal outcome from threshold ROP.,"['These', 'data', 'support', 'the', 'efficacy', 'of', 'cryotherapy', 'in', 'reducing', 'by', 'approximately', 'one', 'half', 'the', 'risk', 'of', 'unfavorable', 'retinal', 'outcome', 'from', 'threshold', 'ROP', '.']",0,1,1,MIXED
2915887,0,0,22,"5-Fluorouracil, adriamycin, cyclophosphamide (FAC) vs. 5-fluorouracil, epirubicin, cyclophosphamide (FEC) in metastatic breast cancer.","['5-Fluorouracil', ',', 'adriamycin', ',', 'cyclophosphamide', '(', 'FAC', ')', 'vs.', '5-fluorouracil', ',', 'epirubicin', ',', 'cyclophosphamide', '(', 'FEC', ')', 'in', 'metastatic', 'breast', 'cancer', '.']",3,16,0,MIXED
2915887,1,22,60,"94 evaluable patients with metastatic breast cancer were randomly assigned to 5-fluorouracil, adriamycin, and cyclophosphamide (FAC) or 5-fluorouracil, epirubicin, and cyclophosphamide (FEC), with cycles repeated every 3 weeks.","['94', 'evaluable', 'patients', 'with', 'metastatic', 'breast', 'cancer', 'were', 'randomly', 'assigned', 'to', '5-fluorouracil', ',', 'adriamycin', ',', 'and', 'cyclophosphamide', '(', 'FAC', ')', 'or', '5-fluorouracil', ',', 'epirubicin', ',', 'and', 'cyclophosphamide', '(', 'FEC', ')', ',', 'with', 'cycles', 'repeated', 'every', '3', 'weeks', '.']",7,19,0,MIXED
2915887,2,60,75,The objective response rate to FAC was 46% versus 44% to FEC.,"['The', 'objective', 'response', 'rate', 'to', 'FAC', 'was', '46', '%', 'versus', '44', '%', 'to', 'FEC', '.']",0,2,3,MIXED
2915887,3,75,94,There was no significant difference in the median duration of response and median survival for the two regimens.,"['There', 'was', 'no', 'significant', 'difference', 'in', 'the', 'median', 'duration', 'of', 'response', 'and', 'median', 'survival', 'for', 'the', 'two', 'regimens', '.']",0,0,7,O
2915887,4,94,106,Toxicity was more frequent and more pronounced in patients receiving FAC.,"['Toxicity', 'was', 'more', 'frequent', 'and', 'more', 'pronounced', 'in', 'patients', 'receiving', 'FAC', '.']",0,1,1,MIXED
2915887,5,106,122,Results indicate therapeutic equivalence of the two regimens and reduced toxicity of the epirubicin arm.,"['Results', 'indicate', 'therapeutic', 'equivalence', 'of', 'the', 'two', 'regimens', 'and', 'reduced', 'toxicity', 'of', 'the', 'epirubicin', 'arm', '.']",0,0,0,NONE
2932908,0,0,28,"Chemotherapy of large bowel carcinoma--fluorouracil (FU) + hydroxyurea (HU) vs. methyl-CCNU, oncovin, fluorouracil, and streptozotocin (MOF-Strep).","['Chemotherapy', 'of', 'large', 'bowel', 'carcinoma', '--', 'fluorouracil', '(', 'FU', ')', '+', 'hydroxyurea', '(', 'HU', ')', 'vs.', 'methyl-CCNU', ',', 'oncovin', ',', 'fluorouracil', ',', 'and', 'streptozotocin', '(', 'MOF-Strep', ')', '.']",3,20,0,MIXED
2932908,1,28,35,An Eastern Cooperative Oncology Group study.,"['An', 'Eastern', 'Cooperative', 'Oncology', 'Group', 'study', '.']",0,0,0,NONE
2932908,2,35,84,"In this prospective randomized study of initial chemotherapy for advanced measurable metastatic large bowel carcinoma, the response rate was 6/32 (19%) for FU + HU and 5/32 (16%) for MOF-Strep; the estimated median survival is 43 weeks for both treatments.","['In', 'this', 'prospective', 'randomized', 'study', 'of', 'initial', 'chemotherapy', 'for', 'advanced', 'measurable', 'metastatic', 'large', 'bowel', 'carcinoma', ',', 'the', 'response', 'rate', 'was', '6/32', '(', '19', '%', ')', 'for', 'FU', '+', 'HU', 'and', '5/32', '(', '16', '%', ')', 'for', 'MOF-Strep', ';', 'the', 'estimated', 'median', 'survival', 'is', '43', 'weeks', 'for', 'both', 'treatments', '.']",6,0,6,MIXED
2932908,3,84,109,Patients who received MOF-Strep experienced substantially greater vomiting and hematologic toxicity than patients who received FU + HU (p less than 0.001).,"['Patients', 'who', 'received', 'MOF-Strep', 'experienced', 'substantially', 'greater', 'vomiting', 'and', 'hematologic', 'toxicity', 'than', 'patients', 'who', 'received', 'FU', '+', 'HU', '(', 'p', 'less', 'than', '0.001', ')', '.']",0,0,4,O
2936772,0,0,15,Comparative efficacy of oral erythromycin versus oral tetracycline in the treatment of acne vulgaris.,"['Comparative', 'efficacy', 'of', 'oral', 'erythromycin', 'versus', 'oral', 'tetracycline', 'in', 'the', 'treatment', 'of', 'acne', 'vulgaris', '.']",0,4,3,MIXED
2936772,1,15,19,A double-blind study.,"['A', 'double-blind', 'study', '.']",0,0,0,NONE
2936772,2,19,50,"The efficacy of erythromycin base (E-Mycin tablets, 333 mg) and the efficacy of tetracycline hydrochloride (Panmycin tablets) were compared in this double-blind, randomized study.","['The', 'efficacy', 'of', 'erythromycin', 'base', '(', 'E-Mycin', 'tablets', ',', '333', 'mg', ')', 'and', 'the', 'efficacy', 'of', 'tetracycline', 'hydrochloride', '(', 'Panmycin', 'tablets', ')', 'were', 'compared', 'in', 'this', 'double-blind', ',', 'randomized', 'study', '.']",0,4,13,MIXED
2936772,3,50,67,Two hundred patients with moderate to moderately severe acne vulgaris were randomly assigned to the study.,"['Two', 'hundred', 'patients', 'with', 'moderate', 'to', 'moderately', 'severe', 'acne', 'vulgaris', 'were', 'randomly', 'assigned', 'to', 'the', 'study', '.']",9,0,0,P
2936772,4,67,97,"One hundred patients received 1 gm of erythromycin base by mouth per day for 4 weeks, followed by 333 mg/day for 8 weeks, plus placebo for tetracycline.","['One', 'hundred', 'patients', 'received', '1', 'gm', 'of', 'erythromycin', 'base', 'by', 'mouth', 'per', 'day', 'for', '4', 'weeks', ',', 'followed', 'by', '333', 'mg/day', 'for', '8', 'weeks', ',', 'plus', 'placebo', 'for', 'tetracycline', '.']",0,7,0,I
2936772,5,97,128,"The second group of patients received 1 gm of tetracycline by mouth per day for 4 weeks, followed by 500 mg/day for 8 weeks, plus placebo for erythromycin.","['The', 'second', 'group', 'of', 'patients', 'received', '1', 'gm', 'of', 'tetracycline', 'by', 'mouth', 'per', 'day', 'for', '4', 'weeks', ',', 'followed', 'by', '500', 'mg/day', 'for', '8', 'weeks', ',', 'plus', 'placebo', 'for', 'erythromycin', '.']",0,3,0,I
2936772,6,128,138,Both drugs reduced acne severity to the same extent.,"['Both', 'drugs', 'reduced', 'acne', 'severity', 'to', 'the', 'same', 'extent', '.']",0,0,2,O
2936772,7,138,153,"Pustules, papules, and open comedo counts decreased significantly over the 12-week period.","['Pustules', ',', 'papules', ',', 'and', 'open', 'comedo', 'counts', 'decreased', 'significantly', 'over', 'the', '12-week', 'period', '.']",0,0,8,O
2936772,8,153,179,Seventy-seven percent of the erythromycin-treated patients and 89% of the tetracycline-treated patients stated that their acne was markedly improved or improved by week 12.,"['Seventy-seven', 'percent', 'of', 'the', 'erythromycin-treated', 'patients', 'and', '89', '%', 'of', 'the', 'tetracycline-treated', 'patients', 'stated', 'that', 'their', 'acne', 'was', 'markedly', 'improved', 'or', 'improved', 'by', 'week', '12', '.']",0,0,1,O
2936772,9,179,193,Most of the side effects in patients treated with erythromycin were gastrointestinal symptoms.,"['Most', 'of', 'the', 'side', 'effects', 'in', 'patients', 'treated', 'with', 'erythromycin', 'were', 'gastrointestinal', 'symptoms', '.']",0,0,3,O
2936772,10,193,215,Among the side effects in patients treated with tetracycline were Candida vaginitis in one patient and pseudotumor cerebri in one patient.,"['Among', 'the', 'side', 'effects', 'in', 'patients', 'treated', 'with', 'tetracycline', 'were', 'Candida', 'vaginitis', 'in', 'one', 'patient', 'and', 'pseudotumor', 'cerebri', 'in', 'one', 'patient', '.']",0,0,4,O
2939214,0,0,8,Comparison of ketanserin and pindolol in hypertension.,"['Comparison', 'of', 'ketanserin', 'and', 'pindolol', 'in', 'hypertension', '.']",2,2,0,MIXED
